Date-Time,Region,Facility,Entrance,Entries,Exits,Library,longitude,latitude
12/11/19 5:00 PM,UC Berkeley,SOCR Library,SOCR,12.0,15.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 6:00 PM,UC Berkeley,AHC Library,AHC Back,2.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 6:00 PM,UC Berkeley,AHC Library,AHC Front,3.0,6.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 6:00 PM,UC Berkeley,ANTH Library,ANTH,16.0,22.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 6:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,4.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 6:00 PM,UC Berkeley,BIOS Library,VLSB1,45.0,87.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 6:00 PM,UC Berkeley,BIOS Library,VLSB2,29.0,37.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 6:00 PM,UC Berkeley,CHEM Library,CHEM,19.0,28.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 6:00 PM,UC Berkeley,DOE Library,Doe North,90.0,145.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 6:00 PM,UC Berkeley,DOE Library,Doe South,70.0,144.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 6:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,170.0,155.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 6:00 PM,UC Berkeley,DOE STACKS,Stacks East,59.0,95.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 6:00 PM,UC Berkeley,EAL Library,EAL,31.0,56.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 6:00 PM,UC Berkeley,EART Library,Earth North,7.0,9.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 6:00 PM,UC Berkeley,EART Library,Earth South,0.0,4.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 6:00 PM,UC Berkeley,ENGI Library,ENGI,120.0,160.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 6:00 PM,UC Berkeley,ENVI Library,ENVI,61.0,78.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 6:00 PM,UC Berkeley,GRDS Library,GRAD,9.0,18.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 6:00 PM,UC Berkeley,HAAS Library,HAAS 2F,81.0,129.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 6:00 PM,UC Berkeley,HAAS Library,HAAS 3F,36.0,54.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 6:00 PM,UC Berkeley,MATH Library,MATH,24.0,41.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffit Entry,252.0,1.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,285.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,169.0,195.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 6:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 6:00 PM,UC Berkeley,MUSI,MUSI,17.0,40.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 6:00 PM,UC Berkeley,NEWS Library,News,5.0,8.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 6:00 PM,UC Berkeley,OPTO Library,OPTO,5.0,10.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 6:00 PM,UC Berkeley,PHYS Library,PHYS,4.0,5.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 6:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 6:00 PM,UC Berkeley,SOCR Library,SOCR,5.0,10.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 7:00 PM,UC Berkeley,AHC Library,AHC Back,2.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 7:00 PM,UC Berkeley,AHC Library,AHC Front,2.0,5.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 7:00 PM,UC Berkeley,ANTH Library,ANTH,10.0,28.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 7:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 7:00 PM,UC Berkeley,BIOS Library,VLSB1,36.0,51.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 PM,UC Berkeley,BIOS Library,VLSB2,27.0,24.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 7:00 PM,UC Berkeley,CHEM Library,CHEM,12.0,19.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 7:00 PM,UC Berkeley,DOE Library,Doe North,57.0,112.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 PM,UC Berkeley,DOE Library,Doe South,40.0,83.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 7:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,122.0,137.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 PM,UC Berkeley,DOE STACKS,Stacks East,46.0,58.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 7:00 PM,UC Berkeley,EAL Library,EAL,17.0,48.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 7:00 PM,UC Berkeley,EART Library,Earth North,1.0,5.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 PM,UC Berkeley,EART Library,Earth South,0.0,6.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 7:00 PM,UC Berkeley,ENGI Library,ENGI,107.0,123.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 7:00 PM,UC Berkeley,ENVI Library,ENVI,75.0,73.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 7:00 PM,UC Berkeley,GRDS Library,GRAD,3.0,10.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 7:00 PM,UC Berkeley,HAAS Library,HAAS 2F,72.0,88.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 PM,UC Berkeley,HAAS Library,HAAS 3F,18.0,19.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 7:00 PM,UC Berkeley,MATH Library,MATH,3.0,23.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffit Entry,240.0,0.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffit Exit,3.0,229.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,151.0,154.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 7:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 7:00 PM,UC Berkeley,MUSI,MUSI,8.0,34.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 7:00 PM,UC Berkeley,NEWS Library,News,1.0,8.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 7:00 PM,UC Berkeley,OPTO Library,OPTO,3.0,4.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 7:00 PM,UC Berkeley,PHYS Library,PHYS,2.0,10.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 7:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 7:00 PM,UC Berkeley,SOCR Library,SOCR,0.0,1.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 8:00 PM,UC Berkeley,AHC Library,AHC Back,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 PM,UC Berkeley,AHC Library,AHC Front,2.0,4.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 8:00 PM,UC Berkeley,ANTH Library,ANTH,2.0,11.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 8:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 8:00 PM,UC Berkeley,BIOS Library,VLSB1,11.0,33.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 PM,UC Berkeley,BIOS Library,VLSB2,22.0,24.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 8:00 PM,UC Berkeley,CHEM Library,CHEM,1.0,11.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 8:00 PM,UC Berkeley,DOE Library,Doe North,39.0,75.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 PM,UC Berkeley,DOE Library,Doe South,43.0,62.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 8:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,123.0,177.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 PM,UC Berkeley,DOE STACKS,Stacks East,54.0,48.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 8:00 PM,UC Berkeley,EAL Library,EAL,14.0,21.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 8:00 PM,UC Berkeley,EART Library,Earth North,1.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 PM,UC Berkeley,EART Library,Earth South,0.0,1.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 8:00 PM,UC Berkeley,ENGI Library,ENGI,109.0,76.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 8:00 PM,UC Berkeley,ENVI Library,ENVI,67.0,56.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 8:00 PM,UC Berkeley,GRDS Library,GRAD,3.0,6.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 8:00 PM,UC Berkeley,HAAS Library,HAAS 2F,58.0,70.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 PM,UC Berkeley,HAAS Library,HAAS 3F,25.0,21.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 8:00 PM,UC Berkeley,MATH Library,MATH,0.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffit Entry,271.0,5.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffit Exit,1.0,207.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,173.0,118.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 8:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 8:00 PM,UC Berkeley,MUSI,MUSI,3.0,27.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 8:00 PM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 8:00 PM,UC Berkeley,OPTO Library,OPTO,1.0,1.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 8:00 PM,UC Berkeley,PHYS Library,PHYS,2.0,3.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 8:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 8:00 PM,UC Berkeley,SOCR Library,SOCR,0.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 9:00 PM,UC Berkeley,AHC Library,AHC Back,1.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 PM,UC Berkeley,AHC Library,AHC Front,1.0,2.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 9:00 PM,UC Berkeley,ANTH Library,ANTH,0.0,0.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 9:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 9:00 PM,UC Berkeley,BIOS Library,VLSB1,14.0,36.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 PM,UC Berkeley,BIOS Library,VLSB2,9.0,8.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 9:00 PM,UC Berkeley,CHEM Library,CHEM,7.0,6.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 9:00 PM,UC Berkeley,DOE Library,Doe North,16.0,70.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 PM,UC Berkeley,DOE Library,Doe South,15.0,57.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 9:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,196.0,194.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 PM,UC Berkeley,DOE STACKS,Stacks East,24.0,6.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 9:00 PM,UC Berkeley,EAL Library,EAL,4.0,22.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 9:00 PM,UC Berkeley,EART Library,Earth North,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 9:00 PM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 9:00 PM,UC Berkeley,ENGI Library,ENGI,108.0,121.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 9:00 PM,UC Berkeley,ENVI Library,ENVI,65.0,67.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 9:00 PM,UC Berkeley,GRDS Library,GRAD,0.0,6.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 9:00 PM,UC Berkeley,HAAS Library,HAAS 2F,31.0,53.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 9:00 PM,UC Berkeley,HAAS Library,HAAS 3F,20.0,25.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 9:00 PM,UC Berkeley,MATH Library,MATH,0.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 9:00 PM,UC Berkeley,MOFF Library,Moffit Entry,288.0,2.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,278.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,133.0,124.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 9:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 9:00 PM,UC Berkeley,MUSI,MUSI,0.0,0.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 9:00 PM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 9:00 PM,UC Berkeley,OPTO Library,OPTO,0.0,6.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 9:00 PM,UC Berkeley,PHYS Library,PHYS,1.0,0.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 9:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 9:00 PM,UC Berkeley,SOCR Library,SOCR,0.0,1.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 10:00 PM,UC Berkeley,AHC Library,AHC Back,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 10:00 PM,UC Berkeley,AHC Library,AHC Front,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 10:00 PM,UC Berkeley,ANTH Library,ANTH,0.0,0.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 10:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 10:00 PM,UC Berkeley,BIOS Library,VLSB1,2.0,38.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 10:00 PM,UC Berkeley,BIOS Library,VLSB2,4.0,25.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 10:00 PM,UC Berkeley,CHEM Library,CHEM,2.0,3.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 10:00 PM,UC Berkeley,DOE Library,Doe North,0.0,0.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 10:00 PM,UC Berkeley,DOE Library,Doe South,2.0,2.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 10:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,180.0,140.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 10:00 PM,UC Berkeley,DOE STACKS,Stacks East,4.0,0.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 10:00 PM,UC Berkeley,EAL Library,EAL,1.0,37.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 10:00 PM,UC Berkeley,EART Library,Earth North,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 10:00 PM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 10:00 PM,UC Berkeley,ENGI Library,ENGI,70.0,80.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 10:00 PM,UC Berkeley,ENVI Library,ENVI,29.0,70.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 10:00 PM,UC Berkeley,GRDS Library,GRAD,0.0,0.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 10:00 PM,UC Berkeley,HAAS Library,HAAS 2F,22.0,59.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 10:00 PM,UC Berkeley,HAAS Library,HAAS 3F,6.0,15.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 10:00 PM,UC Berkeley,MATH Library,MATH,2.0,3.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 10:00 PM,UC Berkeley,MOFF Library,Moffit Entry,212.0,5.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 PM,UC Berkeley,MOFF Library,Moffit Exit,0.0,240.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,93.0,119.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 10:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 10:00 PM,UC Berkeley,MUSI,MUSI,0.0,0.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 10:00 PM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 10:00 PM,UC Berkeley,OPTO Library,OPTO,0.0,0.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 10:00 PM,UC Berkeley,PHYS Library,PHYS,0.0,0.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 10:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 10:00 PM,UC Berkeley,SOCR Library,SOCR,2.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
12/11/19 11:00 PM,UC Berkeley,AHC Library,AHC Back,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 11:00 PM,UC Berkeley,AHC Library,AHC Front,0.0,0.0,AHC Library,-122.25963398957511,37.87302733017206
12/11/19 11:00 PM,UC Berkeley,ANTH Library,ANTH,0.0,0.0,ANTH Library,-122.25503934473814,37.869938884743185
12/11/19 11:00 PM,UC Berkeley,BANC Library,Bancroft,0.0,0.0,BANC Library,-122.25885871590296,37.872512477050805
12/11/19 11:00 PM,UC Berkeley,BIOS Library,VLSB1,0.0,0.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 11:00 PM,UC Berkeley,BIOS Library,VLSB2,0.0,0.0,BIOS Library,-122.26218502545493,37.87171424881601
12/11/19 11:00 PM,UC Berkeley,CHEM Library,CHEM,0.0,1.0,CHEM Library,-122.25587394473797,37.8731350823988
12/11/19 11:00 PM,UC Berkeley,DOE Library,Doe North,1.0,1.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 11:00 PM,UC Berkeley,DOE Library,Doe South,5.0,5.0,DOE Library,-122.25962508891301,37.87239490824949
12/11/19 11:00 PM,UC Berkeley,DOE STACKS,Moffit Corridor,193.0,74.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 11:00 PM,UC Berkeley,DOE STACKS,Stacks East,0.0,0.0,DOE STACKS,-122.25961436007803,37.87241184650348
12/11/19 11:00 PM,UC Berkeley,EAL Library,EAL,0.0,0.0,EAL Library,-122.2605316465828,37.873753573341126
12/11/19 11:00 PM,UC Berkeley,EART Library,Earth North,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 11:00 PM,UC Berkeley,EART Library,Earth South,0.0,0.0,EART Library,-122.25963116007797,37.8741751341857
12/11/19 11:00 PM,UC Berkeley,ENGI Library,ENGI,24.0,97.0,ENGI Library,-122.25824082939792,37.8743070784914
12/11/19 11:00 PM,UC Berkeley,ENVI Library,ENVI,13.0,44.0,ENVI Library,-122.254850587068,37.87096385099799
12/11/19 11:00 PM,UC Berkeley,GRDS Library,GRAD,0.0,0.0,GRDS Library,-122.25946690240794,37.87245666978342
12/11/19 11:00 PM,UC Berkeley,HAAS Library,HAAS 2F,9.0,44.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 11:00 PM,UC Berkeley,HAAS Library,HAAS 3F,7.0,13.0,HAAS Library,-122.25342354473806,37.87167671031363
12/11/19 11:00 PM,UC Berkeley,MATH Library,MATH,0.0,0.0,MATH Library,-122.25786663124293,37.87394541765516
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffit Entry,124.0,1.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffit Exit,1.0,260.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 PM,UC Berkeley,MOFF Library,Moffitt 4th,84.0,162.0,MOFF Library,-122.26072654473799,37.872819583450685
12/11/19 11:00 PM,UC Berkeley,MORR Library,Morrison,0.0,0.0,MORR Library,-122.25947098891301,37.87239310080158
12/11/19 11:00 PM,UC Berkeley,MUSI,MUSI,0.0,0.0,MUSI,-122.25619723124298,37.870664382574816
12/11/19 11:00 PM,UC Berkeley,NEWS Library,News,0.0,0.0,NEWS Library,-122.25949780240798,37.87238147744239
12/11/19 11:00 PM,UC Berkeley,OPTO Library,OPTO,0.0,0.0,OPTO Library,-122.2547227600779,37.871656948846656
12/11/19 11:00 PM,UC Berkeley,PHYS Library,PHYS,0.0,1.0,PHYS Library,-122.2573363159031,37.872766514514694
12/11/19 11:00 PM,UC Berkeley,SEAL Library,SEAL,0.0,0.0,SEAL Library,-122.25961436007803,37.87240337737698
12/11/19 11:00 PM,UC Berkeley,SOCR Library,SOCR,2.0,0.0,SOCR Library,-122.26104840240791,37.87388962803937
